ObjectID,Date,Latitude,Longitude,Season,Species,ScientificName,SpeciesCategory,AnimalStatus,DummyCol
753,1/8/2020,26.608944,93.476222,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
754,1/8/2020,26.576083,93.158889,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
755,1/10/2020,26.569333,93.135528,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Dead,test
761,1/12/2020,26.568083,93.128333,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
760,1/12/2020,26.576168,93.159819,Non-monsoon,Asiatic Water Buffalo,Bubalus arnee,Ungulate,Alive Near Road,test
758,1/12/2020,26.579556,93.292083,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
757,1/12/2020,26.575639,93.204,Non-monsoon,Jungle Cat,Felis chaus,Mesocarnivore,Dead,test
759,1/12/2020,26.590667,93.424333,Non-monsoon,Jungle Cat,Felis chaus,Mesocarnivore,Dead,test
756,1/12/2020,26.574817,93.21509,Non-monsoon,Spotted Owl,Strix occidentalis,Bird,Dead,test
763,1/18/2020,26.574698,93.228367,Non-monsoon,Jungle Myna,Acridotheres fuscus,Bird,Dead,test
762,1/18/2020,26.58292,93.305313,Non-monsoon,Red Vented Bulbul,Pycnonotus cafer,Bird,Dead,test
764,1/18/2020,26.575723,93.200925,Non-monsoon,Spotted Dove,Spilopelia chinensis,Bird,Dead,test
765,1/20/2020,26.572889,93.115306,Non-monsoon,Small Indian Civet,Viverricula indica,Mesocarnivore,Dead,test
770,1/22/2020,26.568,93.128028,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
770,1/22/2020,26.568,93.128028,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
770,1/22/2020,26.568,93.128028,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
768,1/22/2020,26.615111,93.506361,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
769,1/22/2020,26.615056,93.506333,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
766,1/22/2020,26.576028,93.158889,Non-monsoon,Jungle Myna,Acridotheres fuscus,Bird,Dead,test
767,1/22/2020,26.585425,93.31925,Non-monsoon,Leopard Cat,Prionailurus bengalensis,Mesocarnivore,Dead,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
771,1/24/2020,26.574389,93.193333,Non-monsoon,Hog Deer,Axis porcinus,Ungulate,Alive Near Road,test
772,2/2/2020,26.574806,93.230611,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
773,2/2/2020,26.584278,93.337611,Non-monsoon,Spotted Dove,Spilopelia chinensis,Bird,Dead,test
777,2/4/2020,26.567944,93.129722,Non-monsoon,Asiatic Water Buffalo,Bubalus arnee,Ungulate,Alive Near Road,test
776,2/4/2020,26.574556,93.222361,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
778,2/4/2020,26.569139,93.044833,Non-monsoon,Hoary-Bellied Squirrel,Callosciurus pygerythrus,Other Mammal,Dead,test
775,2/4/2020,26.574667,93.232194,Non-monsoon,Spotted Dove,Spilopelia chinensis,Bird,Dead,test
774,2/4/2020,26.574611,93.229278,Non-monsoon,White Breasted Waterhen,Amaurornis phoenicurus,Bird,Dead,test
780,2/6/2020,26.574763,93.214813,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
781,2/6/2020,26.574722,93.218167,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
779,2/6/2020,26.585492,93.339525,Non-monsoon,Common Indian Mongoose,Herpestes javanicus,Mesocarnivore,Dead,test
782,2/6/2020,26.576583,93.25425,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
783,2/10/2020,26.570457,93.118405,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
784,2/10/2020,26.608889,93.47625,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
785,2/10/2020,26.608889,93.47625,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
786,2/10/2020,26.613694,93.502028,Non-monsoon,Spotted Owl,Strix occidentalis,Bird,Dead,test
787,2/14/2020,26.616083,93.509028,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
788,2/14/2020,26.599444,93.452417,Non-monsoon,House Rat,Rattus rattus,Other Mammal,Dead,test
789,2/16/2020,26.567915,93.06366,Non-monsoon,Small Indian Civet,Viverricula indica,Mesocarnivore,Dead,test
790,2/23/2020,26.640937,93.59196,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
793,2/23/2020,26.612806,93.498583,Non-monsoon,Jungle Myna,Acridotheres fuscus,Bird,Dead,test
792,2/23/2020,26.614757,93.505092,Non-monsoon,Red Necked Keelback,Rhabdophis subminiatus,Herptile,Dead,test
791,2/23/2020,26.59448,93.442868,Non-monsoon,White Breasted Waterhen,Amaurornis phoenicurus,Bird,Dead,test
796,2/26/2020,26.574028,93.186778,Non-monsoon,Asian Common Toad,Duttaphrynus melanostictus,Herptile,Dead,test
797,2/26/2020,26.574833,93.108611,Non-monsoon,Black Bulbul,Hypsipetes leucocephalus,Bird,Dead,test
798,2/26/2020,26.574917,93.108722,Non-monsoon,Blue Throated Barbet,Megalaima asiatica,Bird,Dead,test
794,2/26/2020,26.574694,93.22725,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
795,2/26/2020,26.575194,93.2065,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
800,2/29/2020,26.631639,93.546333,Non-monsoon,Blue Bronzeback,Dendrelaphis cyanochloris,Herptile,Dead,test
801,2/29/2020,26.631642,93.546339,Non-monsoon,Hog Badger,Arctonyx collaris,Mesocarnivore,Dead,test
799,2/29/2020,26.631639,93.546333,Non-monsoon,Ornate Flying Snake,Chrysopelea ornata,Herptile,Dead,test
804,3/2/2020,26.570364,93.118431,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
805,3/2/2020,26.590786,93.421933,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
802,3/2/2020,26.574594,93.194375,Non-monsoon,Jungle Myna,Acridotheres fuscus,Bird,Dead,test
803,3/2/2020,26.575033,93.149447,Non-monsoon,Ornate Flying Snake,Chrysopelea ornata,Herptile,Dead,test
807,3/4/2020,26.576786,93.083997,Non-monsoon,Asiatic Water Buffalo,Bubalus arnee,Ungulate,Alive Near Road,test
806,3/4/2020,26.595797,93.445447,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
809,3/6/2020,26.599183,93.451925,Non-monsoon,Blue Bronzeback,Dendrelaphis cyanochloris,Herptile,Dead,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
810,3/6/2020,26.577383,93.082108,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
811,3/6/2020,26.570819,93.0489,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
808,3/6/2020,26.627928,93.537347,Non-monsoon,Red Necked Keelback,Rhabdophis subminiatus,Herptile,Dead,test
813,3/8/2020,26.569281,93.135583,Non-monsoon,Jungle Cat,Felis chaus,Mesocarnivore,Dead,test
812,3/8/2020,26.575536,93.200189,Non-monsoon,Spotted Dove,Spilopelia chinensis,Bird,Dead,test
819,3/11/2020,26.57135,93.140931,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
817,3/11/2020,26.568169,93.063125,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
815,3/11/2020,26.605533,93.464036,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
818,3/11/2020,26.56895,93.071461,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
814,3/11/2020,26.6105,93.482297,Non-monsoon,Spotted Dove,Spilopelia chinensis,Bird,Dead,test
816,3/11/2020,26.603169,93.459675,Non-monsoon,White Breasted Waterhen,Amaurornis phoenicurus,Bird,Dead,test
823,3/13/2020,26.574489,93.193206,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
823,3/13/2020,26.574489,93.193206,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
821,3/13/2020,26.617692,93.513389,Non-monsoon,Blue Bronzeback,Dendrelaphis cyanochloris,Herptile,Dead,test
822,3/13/2020,26.60155,93.456594,Non-monsoon,Blue Bronzeback,Dendrelaphis cyanochloris,Herptile,Dead,test
824,3/13/2020,26.574669,93.230744,Non-monsoon,Common Indian Mongoose,Herpestes javanicus,Mesocarnivore,Dead,test
820,3/13/2020,26.636658,93.558736,Non-monsoon,Common Myna,Acridotheres tristis,Bird,Dead,test
825,3/16/2020,26.610661,93.486442,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
830,3/18/2020,26.574222,93.188972,Non-monsoon,Asian Elephant,Elephas maximus,Ungulate,Alive Near Road,test
831,3/18/2020,26.568889,93.134028,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
831,3/18/2020,26.568889,93.134028,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
828,3/18/2020,26.577392,93.081786,Non-monsoon,Capped Langur,Trachypithecus pileatus,Primate,Alive Near Road,test
827,3/18/2020,26.574428,93.090053,Non-monsoon,Checkered Keelback,Xenochrophis piscator,Herptile,Dead,test
826,3/18/2020,26.587683,93.383797,Non-monsoon,Painted Bronzeback,Dendrelaphis pictus,Herptile,Dead,test
829,3/18/2020,26.574333,93.192944,Non-monsoon,Sambar Deer,Rusa unicolor,Ungulate,Alive Near Road,test
829,3/18/2020,26.574333,93.192944,Non-monsoon,Sambar Deer,Rusa unicolor,Ungulate,Alive Near Road,test
833,3/20/2020,26.571417,93.117222,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
834,3/20/2020,26.574222,93.188972,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
834,3/20/2020,26.574222,93.188972,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
834,3/20/2020,26.574222,93.188972,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
834,3/20/2020,26.574222,93.188972,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
835,3/20/2020,26.574528,93.193389,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
835,3/20/2020,26.574528,93.193389,Non-monsoon,Asian Rhino,Rhinoceros unicornis,Ungulate,Alive Near Road,test
832,3/20/2020,26.574544,93.193719,Non-monsoon,Banded Krait,Bungarus fasciatus,Herptile,Dead,test
836,3/20/2020,26.574528,93.193389,Non-monsoon,Sambar Deer,Rusa unicolor,Ungulate,Alive Near Road,test
